Case_ID,Activity,timestamp
Case 2704,Closed,2011/03/12 14:01:01
Case 2706,Assign seriousness,2010/06/11 07:34:41
Case 2706,Take in charge ticket,2010/06/11 07:53:45
Case 2706,Resolve ticket,2010/06/11 07:55:39
Case 2706,Closed,2010/07/14 07:44:28
Case 2707,Assign seriousness,2011/03/25 13:57:37
Case 2707,Assign seriousness,2011/03/25 13:58:07
Case 2707,Take in charge ticket,2011/03/28 15:54:55
Case 2707,Resolve ticket,2011/03/28 15:55:15
Case 2707,Closed,2011/05/23 13:00:29
Case 2708,Assign seriousness,2011/09/16 08:48:49
Case 2708,Take in charge ticket,2011/09/21 07:38:58
Case 2708,Resolve ticket,2011/09/21 10:31:28
Case 2708,Closed,2011/10/19 08:51:04
Case 2709,Assign seriousness,2010/11/16 14:30:13
Case 2709,Take in charge ticket,2010/11/17 11:40:23
Case 2709,Wait,2010/11/17 14:02:04
Case 2709,Take in charge ticket,2010/11/22 08:59:12
Case 2709,Resolve ticket,2010/11/22 09:00:08
Case 2709,Closed,2010/12/22 09:06:59
Case 271,Insert ticket,2010/03/08 11:43:25
Case 271,Assign seriousness,2010/03/08 11:44:57
Case 271,Assign seriousness,2010/03/08 11:45:49
Case 271,Take in charge ticket,2010/03/08 11:52:48
Case 271,Resolve ticket,2010/03/08 17:00:50
Case 271,Closed,2010/04/21 10:50:28
Case 2710,Assign seriousness,2011/04/26 14:43:59
Case 2710,Take in charge ticket,2011/05/09 15:19:53
Case 2710,Wait,2011/05/10 13:13:38
Case 2710,Wait,2011/05/11 13:53:25
Case 2710,Take in charge ticket,2011/05/17 07:56:14
Case 2710,Resolve ticket,2011/05/17 07:56:21
Case 2710,Closed,2011/06/02 08:50:56
Case 2712,Assign seriousness,2010/03/10 08:50:17
Case 2712,Take in charge ticket,2010/04/19 08:22:43
Case 2712,Resolve ticket,2010/04/19 08:23:40
Case 2712,Closed,2010/05/04 08:23:57
Case 2715,Assign seriousness,2011/04/27 09:32:26
Case 2715,Take in charge ticket,2011/04/27 09:53:02
Case 2715,Resolve ticket,2011/04/27 10:54:28
Case 2715,Closed,2011/06/12 09:40:29
Case 2717,Assign seriousness,2010/09/16 16:37:47
Case 2717,Take in charge ticket,2010/09/16 16:38:01
Case 2717,Resolve ticket,2010/09/16 16:38:13
Case 2717,Closed,2010/10/30 16:00:56
Case 2718,Assign seriousness,2010/10/05 12:40:46
Case 2718,Take in charge ticket,2010/10/07 09:12:16
Case 2718,Resolve ticket,2010/10/07 09:13:07
Case 2718,Closed,2010/11/06 10:13:25
Case 2722,Assign seriousness,2011/07/26 07:50:19
Case 2722,Take in charge ticket,2011/07/28 09:02:16
Case 2722,Wait,2011/07/28 09:22:45
Case 2722,Wait,2011/08/03 08:59:57
Case 2722,Resolve ticket,2011/08/03 09:50:07
Case 2722,Resolve ticket,2011/08/03 09:50:11
Case 2722,Closed,2011/09/10 09:00:26
Case 2724,Assign seriousness,2011/09/22 14:38:56
Case 2724,Take in charge ticket,2011/09/27 10:06:08
Case 2724,Wait,2011/09/28 13:10:00
Case 2724,Resolve ticket,2011/09/28 14:17:24
Case 2724,Closed,2011/10/25 15:50:23
Case 2725,Assign seriousness,2010/12/20 14:10:32
Case 2725,Take in charge ticket,2010/12/20 16:38:15
Case 2725,Wait,2010/12/21 11:33:55
Case 2725,Take in charge ticket,2010/12/22 10:39:15
Case 2725,Resolve ticket,2010/12/22 10:39:25
Case 2725,Closed,2011/01/28 13:20:30
Case 2726,Assign seriousness,2011/01/11 11:20:28
Case 2726,Take in charge ticket,2011/01/12 11:31:25
Case 2726,Wait,2011/01/13 15:17:16
Case 2726,Take in charge ticket,2011/01/18 10:55:14
Case 2726,Resolve ticket,2011/01/18 10:58:43
Case 2726,Closed,2011/02/23 08:10:27
Case 2728,Assign seriousness,2010/10/27 09:28:14
Case 2728,Take in charge ticket,2010/10/27 09:29:09
Case 2728,Resolve ticket,2010/10/27 12:14:19
Case 2728,Closed,2010/11/30 10:30:34
Case 273,Assign seriousness,2010/03/25 15:16:03
Case 273,Take in charge ticket,2010/03/25 15:32:12
Case 273,Resolve ticket,2010/03/25 17:10:30
Case 273,Closed,2010/04/27 14:20:22
Case 2730,Assign seriousness,2010/11/08 17:17:32
Case 2730,Take in charge ticket,2010/11/09 09:57:45
Case 2730,Resolve ticket,2010/11/09 09:57:58
Case 2730,Closed,2010/12/15 17:00:31
Case 2730,Closed,2010/12/15 17:00:31
Case 2731,Assign seriousness,2011/05/30 09:32:01
Case 2731,Take in charge ticket,2011/05/30 09:32:39
Case 2731,Resolve ticket,2011/05/30 10:32:04
Case 2731,Closed,2011/07/13 09:40:54
Case 2732,Assign seriousness,2010/07/08 08:59:21
Case 2732,Take in charge ticket,2010/08/05 09:52:17
Case 2732,Resolve ticket,2010/08/05 10:55:29
Case 2732,Closed,2010/08/20 10:55:47
Case 2733,Assign seriousness,2010/12/22 09:51:57
Case 2733,Take in charge ticket,2010/12/22 10:03:37
Case 2733,Resolve ticket,2010/12/23 14:20:54
Case 2733,Closed,2011/02/12 10:00:38
Case 2735,Assign seriousness,2011/07/18 10:05:43
Case 2735,Take in charge ticket,2011/07/18 10:05:57
Case 2735,Wait,2011/07/20 08:17:20
Case 2735,Resolve ticket,2011/08/03 14:02:11
Case 2735,Closed,2011/08/19 16:00:26
Case 2736,Assign seriousness,2011/05/27 14:04:53
Case 2736,Take in charge ticket,2011/05/27 14:05:15
Case 2736,Wait,2011/05/30 07:34:08
Case 2736,Take in charge ticket,2011/05/31 15:20:37
Case 2736,Resolve ticket,2011/05/31 15:23:04
Case 2736,Closed,2011/06/30 15:23:36
Case 2737,Assign seriousness,2011/11/10 14:42:14
Case 2737,Take in charge ticket,2011/11/11 08:09:00
Case 2737,Resolve ticket,2011/11/11 10:10:53
Case 2737,Closed,2011/12/15 14:50:39
Case 2738,Assign seriousness,2011/12/16 11:53:30
Case 2738,Take in charge ticket,2011/12/21 15:24:06
Case 2738,Resolve ticket,2011/12/29 15:49:36
Case 2738,Resolve ticket,2011/12/29 15:49:37
Case 2738,Closed,2012/02/02 12:00:25
Case 2742,Assign seriousness,2010/01/22 14:49:01
Case 2742,Take in charge ticket,2010/01/22 14:49:10
Case 2742,Take in charge ticket,2010/02/22 13:53:42
Case 2742,Resolve ticket,2010/02/22 13:53:49
Case 2742,Closed,2010/03/09 13:54:07
Case 2743,Assign seriousness,2010/12/22 10:47:01
Case 2743,Take in charge ticket,2010/12/22 10:50:25
Case 2743,Resolve ticket,2010/12/30 08:49:42
Case 2743,Take in charge ticket,2011/01/10 15:06:21
Case 2743,Resolve ticket,2011/01/11 10:24:57
Case 2743,Closed,2011/01/26 10:25:15
Case 2744,Assign seriousness,2011/02/24 09:00:36
Case 2744,Take in charge ticket,2011/02/24 15:41:20
Case 2744,Wait,2011/02/25 13:48:35
Case 2744,Take in charge ticket,2011/03/18 14:45:38
Case 2744,Resolve ticket,2011/03/18 14:45:45
Case 2744,Closed,2011/04/02 14:15:27
Case 2745,Insert ticket,2010/04/07 08:55:57
Case 2745,Assign seriousness,2010/04/07 08:57:25
Case 2745,Take in charge ticket,2010/04/07 09:15:58
Case 2745,Resolve ticket,2010/04/07 09:16:03
Case 2745,Take in charge ticket,2010/04/26 13:47:40
Case 2745,Resolve ticket,2010/04/29 13:03:14
Case 2745,Resolve ticket,2010/04/29 13:03:15
Case 2745,Closed,2010/05/14 13:03:32
Case 2746,Assign seriousness,2010/06/08 14:49:26
Case 2746,Take in charge ticket,2010/06/14 13:56:25
Case 2746,Resolve ticket,2010/06/14 13:56:53
Case 2746,Closed,2010/07/09 14:50:20
Case 2747,Assign seriousness,2011/12/13 11:43:53
Case 2747,Take in charge ticket,2011/12/13 16:11:24
Case 2747,Wait,2011/12/15 15:51:18
Case 2747,Resolve ticket,2011/12/23 10:07:13
Case 2747,Closed,2012/02/04 16:00:24
Case 2748,Assign seriousness,2010/01/13 12:26:04
Case 2748,Take in charge ticket,2010/01/19 09:26:05
Case 2748,Resolve ticket,2010/01/19 09:28:50
Case 2748,Closed,2010/02/13 12:00:28
Case 2749,Assign seriousness,2011/10/12 12:16:49
Case 2749,Take in charge ticket,2011/10/26 15:56:03
Case 2749,Wait,2011/10/27 16:04:01
Case 2749,Resolve ticket,2011/10/28 07:56:17
Case 2749,Closed,2011/11/12 14:21:27
Case 275,Assign seriousness,2010/06/08 12:44:14
Case 275,Take in charge ticket,2010/06/28 14:02:44
Case 275,Resolve ticket,2010/06/28 14:07:25
Case 275,Closed,2010/07/13 14:07:44
Case 2751,Assign seriousness,2011/02/18 15:15:26
Case 2751,Take in charge ticket,2011/02/18 15:15:52
Case 2751,Wait,2011/02/21 08:12:35
Case 2751,Take in charge ticket,2011/03/04 09:18:27
Case 2751,Resolve ticket,2011/03/04 09:18:42
Case 2751,Closed,2011/04/07 14:21:13
Case 2754,Assign seriousness,2011/04/05 08:48:28
Case 2754,Take in charge ticket,2011/04/05 08:48:49
Case 2754,Resolve ticket,2011/04/06 09:31:40
Case 2754,Closed,2011/05/06 08:50:21
Case 2755,Assign seriousness,2011/07/14 08:39:50
Case 2755,Take in charge ticket,2011/07/14 08:57:33
Case 2755,Resolve ticket,2011/07/14 09:08:19
Case 2755,Closed,2011/08/16 08:40:19
Case 2756,Assign seriousness,2010/09/28 15:30:04
Case 2756,Take in charge ticket,2010/09/29 07:10:08
Case 2756,Resolve ticket,2010/09/29 07:10:31
Case 2756,Closed,2010/10/29 15:42:29
Case 2758,Assign seriousness,2011/11/03 16:30:45
Case 2758,Take in charge ticket,2011/11/07 11:50:20
Case 2758,Wait,2011/11/23 16:13:48
Case 2758,Resolve ticket,2011/11/28 16:34:36
Case 2758,Closed,2011/12/13 16:34:48
Case 2759,Assign seriousness,2011/11/11 14:57:19
Case 2759,Take in charge ticket,2011/11/23 08:30:08
Case 2759,Resolve ticket,2011/11/23 08:30:16
Case 2759,Closed,2011/12/14 15:01:02
Case 276,Insert ticket,2010/03/30 15:58:20
Case 276,Assign seriousness,2010/03/30 15:58:35
Case 276,Take in charge ticket,2010/03/30 15:59:10
Case 276,Resolve ticket,2010/03/30 16:13:29
Case 276,Closed,2010/05/13 16:00:27
Case 2762,Assign seriousness,2011/09/21 13:50:00
Case 2762,Take in charge ticket,2011/09/28 07:07:04
Case 2762,Resolve ticket,2011/10/03 13:27:47
Case 2762,Closed,2011/10/22 13:50:13
Case 2763,Assign seriousness,2011/10/10 15:58:35
Case 2763,Resolve ticket,2011/10/11 15:36:01
Case 2763,Resolve ticket,2011/10/11 15:36:01
Case 2763,Closed,2011/11/25 17:00:23
Case 2766,Assign seriousness,2011/11/15 17:06:24
Case 2766,Take in charge ticket,2011/11/18 11:22:57
Case 2766,Resolve ticket,2011/11/18 11:28:37
Case 2766,Closed,2011/12/31 17:00:28
Case 2767,Assign seriousness,2011/02/22 17:06:33
Case 2767,Assign seriousness,2011/02/22 17:07:00
Case 2767,Take in charge ticket,2011/02/24 08:59:24
Case 2767,Resolve ticket,2011/03/03 09:31:15
Case 2767,Closed,2011/04/07 16:00:35
Case 2768,Assign seriousness,2011/10/03 10:07:44
Case 2768,Take in charge ticket,2011/10/03 10:08:07
Case 2768,Resolve ticket,2011/10/04 09:30:03
Case 2768,Closed,2011/11/03 11:10:26
Case 2769,Assign seriousness,2011/09/14 10:05:27
Case 2769,Take in charge ticket,2011/09/14 12:27:29
Case 2769,Resolve ticket,2011/09/14 13:07:02
Case 2769,Closed,2011/10/15 10:10:55
Case 2771,Assign seriousness,2010/03/17 08:11:26
Case 2771,Take in charge ticket,2010/03/19 15:10:09
Case 2771,Resolve ticket,2010/03/22 14:30:07
Case 2771,Closed,2010/04/17 07:20:27
Case 2773,Assign seriousness,2011/10/03 13:38:34
Case 2773,Take in charge ticket,2011/10/06 13:02:34
Case 2773,Resolve ticket,2011/10/10 09:48:35
Case 2773,Closed,2011/11/18 14:41:34
Case 2775,Assign seriousness,2011/09/06 15:37:58
Case 2775,Assign seriousness,2011/09/08 08:00:35
Case 2775,Resolve ticket,2011/09/08 08:01:00
Case 2775,Closed,2011/10/20 15:41:37
Case 2778,Assign seriousness,2010/11/11 14:41:07
Case 2778,Assign seriousness,2010/11/11 14:41:28
Case 2778,Take in charge ticket,2010/11/11 14:41:36
Case 2778,Resolve ticket,2010/11/16 09:36:28
Case 2778,Closed,2010/12/29 14:50:50
Case 278,Assign seriousness,2010/05/24 12:55:50
Case 278,Wait,2010/05/25 15:38:49
Case 278,Take in charge ticket,2010/06/16 08:46:50
Case 278,Wait,2010/06/16 08:47:04
Case 278,Take in charge ticket,2010/06/21 15:04:47
Case 278,Resolve ticket,2010/06/22 12:27:44
Case 278,Closed,2010/07/07 12:27:55
Case 2780,Assign seriousness,2011/11/21 15:36:29
Case 2780,Resolve ticket,2011/11/21 15:56:42
Case 2780,Closed,2011/12/22 15:40:14
Case 2781,Assign seriousness,2011/05/11 07:25:37
Case 2781,Take in charge ticket,2011/05/11 07:26:07
Case 2781,Resolve ticket,2011/05/12 07:41:53
Case 2781,Closed,2011/06/30 07:30:47
Case 2782,Assign seriousness,2011/08/02 14:22:25
Case 2782,Take in charge ticket,2011/08/12 15:22:22
Case 2782,Take in charge ticket,2011/09/02 08:04:57
Case 2782,Resolve ticket,2011/09/12 15:27:00
Case 2782,Closed,2011/09/27 15:27:17
Case 2783,Assign seriousness,2011/06/29 15:43:14
Case 2783,Assign seriousness,2011/07/07 07:57:38
Case 2783,Take in charge ticket,2011/07/07 14:19:20
Case 2783,Resolve ticket,2011/07/07 14:19:28
Case 2783,Closed,2011/08/27 15:51:45
Case 2784,Assign seriousness,2010/10/14 13:51:38
Case 2784,Take in charge ticket,2010/10/26 15:24:45
Case 2784,Resolve ticket,2010/10/27 12:56:22
Case 2784,Closed,2010/11/27 15:00:21
Case 2785,Assign seriousness,2011/10/13 09:06:39
Case 2785,Take in charge ticket,2011/10/13 09:08:57
Case 2785,Resolve ticket,2011/10/20 08:47:36
Case 2785,Closed,2011/11/15 10:10:12
Case 2786,Assign seriousness,2010/04/21 13:54:59
Case 2786,Take in charge ticket,2010/04/21 13:58:43
Case 2786,Resolve ticket,2010/04/21 13:58:54
Case 2786,Resolve ticket,2010/04/21 14:19:23
Case 2786,Closed,2010/06/04 14:00:22
Case 279,Assign seriousness,2011/10/07 09:50:02
Case 279,Resolve ticket,2011/10/07 09:50:33
Case 279,Closed,2011/11/26 11:00:49
Case 2790,Assign seriousness,2010/08/10 14:50:22
Case 2790,Take in charge ticket,2010/08/25 10:27:27
Case 2790,Resolve ticket,2010/09/14 07:27:38
Case 2790,Closed,2010/09/29 07:27:54
Case 2793,Assign seriousness,2011/10/21 09:46:26
Case 2793,Take in charge ticket,2011/10/31 10:57:48
Case 2793,Resolve ticket,2011/10/31 11:24:54
Case 2793,Closed,2011/12/04 10:50:31
Case 2794,Assign seriousness,2011/10/28 08:49:47
Case 2794,Take in charge ticket,2011/10/28 08:50:08
Case 2794,Wait,2011/10/28 10:38:36
Case 2794,Resolve ticket,2011/11/16 15:12:54
Case 2794,Closed,2011/12/17 13:30:28
Case 2798,Assign seriousness,2010/12/22 10:35:27
Case 2798,Assign seriousness,2010/12/22 10:40:40
Case 2798,Take in charge ticket,2010/12/22 10:40:48
Case 2798,Resolve ticket,2011/01/21 09:44:30
Case 2798,Closed,2011/02/20 09:44:57
Case 280,Assign seriousness,2010/11/25 14:02:43
Case 280,Take in charge ticket,2010/11/25 14:03:26
Case 280,Wait,2010/11/25 15:56:39
Case 280,Take in charge ticket,2010/11/29 16:25:15
Case 280,Resolve ticket,2010/11/29 16:25:22
Case 280,Take in charge ticket,2010/11/30 10:58:20
Case 280,Resolve ticket,2010/12/01 14:33:08
Case 280,Closed,2011/01/01 14:40:31
Case 2802,Assign seriousness,2011/02/15 09:38:24
Case 2802,Take in charge ticket,2011/02/15 09:39:26
Case 2802,Resolve ticket,2011/02/15 10:48:30
Case 2802,Closed,2011/03/18 09:40:22
Case 2804,Assign seriousness,2010/03/24 15:02:18
Case 2804,Take in charge ticket,2010/05/10 08:56:32
Case 2804,Resolve ticket,2010/05/10 08:56:38
Case 2804,Closed,2010/05/10 08:56:46
Case 2805,Insert ticket,2010/09/29 13:12:11
Case 2805,Assign seriousness,2010/09/29 13:35:34
Case 2805,Take in charge ticket,2010/09/30 15:35:06
Case 2805,Assign seriousness,2010/10/01 10:06:18
Case 2805,Assign seriousness,2010/10/01 10:06:18
Case 2805,Wait,2010/10/01 13:13:00
Case 2805,Take in charge ticket,2010/10/01 13:13:35
Case 2805,Resolve ticket,2010/10/01 13:13:56
Case 2805,Closed,2010/11/15 14:14:29
Case 2806,Insert ticket,2010/10/26 15:40:41
Case 2806,Assign seriousness,2010/10/26 15:45:08
Case 2806,Take in charge ticket,2010/10/26 15:45:16
Case 2806,Resolve ticket,2010/10/26 15:45:35
Case 2806,Closed,2010/11/27 16:50:22
Case 2807,Assign seriousness,2010/10/25 14:50:44
Case 2807,Take in charge ticket,2010/10/25 15:43:17
Case 2807,Resolve ticket,2010/10/25 15:43:51
Case 2807,Closed,2010/12/09 16:00:42
Case 2808,Assign seriousness,2011/06/16 10:59:42
Case 2808,Take in charge ticket,2011/06/16 11:00:02
Case 2808,Wait,2011/06/20 13:28:47
Case 2808,Wait,2011/06/20 13:31:01
Case 2808,Resolve ticket,2011/07/14 15:36:31
Case 2808,Closed,2011/07/29 15:36:54
Case 2809,Assign seriousness,2011/08/01 07:52:38
Case 2809,Take in charge ticket,2011/08/02 14:00:27
Case 2809,Resolve ticket,2011/08/03 07:07:13
Case 2809,Closed,2011/09/23 08:00:43
Case 281,Assign seriousness,2011/06/30 13:42:32
Case 281,Assign seriousness,2011/06/30 13:42:53
Case 281,Take in charge ticket,2011/07/04 12:19:44
Case 281,Resolve ticket,2011/07/04 12:57:06
Case 281,Closed,2011/08/02 13:52:00
Case 2810,Assign seriousness,2010/09/07 10:11:59
Case 2810,Assign seriousness,2010/09/07 14:21:50
Case 2810,Take in charge ticket,2010/09/09 07:22:07
Case 2810,Resolve ticket,2010/09/09 07:22:18
Case 2810,Resolve ticket,2010/09/09 15:19:08
Case 2810,Closed,2010/10/08 10:20:30
Case 2811,Assign seriousness,2011/07/18 13:08:40
Case 2811,Take in charge ticket,2011/07/18 13:15:15
Case 2811,Resolve ticket,2011/07/18 13:26:14
Case 2811,Closed,2011/08/18 13:10:46
Case 2812,Assign seriousness,2010/05/31 14:52:29
Case 2812,Wait,2010/05/31 15:59:22
Case 2812,Take in charge ticket,2010/06/21 16:36:23
Case 2812,Resolve ticket,2010/06/21 16:36:30
Case 2812,Closed,2010/07/21 16:36:49
Case 2813,Assign seriousness,2011/11/25 09:16:03
Case 2813,Take in charge ticket,2011/11/25 09:20:15
Case 2813,Resolve ticket,2011/12/01 16:48:02
Case 2813,Closed,2012/01/19 09:20:33
Case 2815,Assign seriousness,2010/03/23 10:56:16
Case 2815,Take in charge ticket,2010/03/23 13:35:08
Case 2815,Resolve ticket,2010/03/23 13:35:13
Case 2815,Closed,2010/05/06 10:00:51
Case 2816,Assign seriousness,2010/06/11 15:41:37
Case 2816,Take in charge ticket,2010/06/11 15:42:59
Case 2816,Create SW anomaly,2010/06/11 15:43:06
Case 2816,Resolve ticket,2010/06/15 15:09:01
Case 2816,Closed,2010/07/14 15:50:26
Case 2817,Assign seriousness,2010/02/10 09:15:34
Case 2817,Take in charge ticket,2010/02/15 16:20:05
Case 2817,Resolve ticket,2010/02/26 14:19:07
Case 2817,Closed,2010/03/28 13:19:31
Case 2818,Insert ticket,2011/08/30 08:59:35
Case 2818,Assign seriousness,2011/08/30 09:00:24
Case 2818,Take in charge ticket,2011/08/30 09:01:37
Case 2818,Resolve ticket,2011/09/09 07:07:04
Case 2818,Closed,2011/10/15 09:00:21
Case 2819,Insert ticket,2010/08/09 08:34:51
Case 2819,Assign seriousness,2010/08/09 08:35:27
Case 2819,Take in charge ticket,2010/08/09 16:05:04
Case 2819,Wait,2010/09/17 13:52:10
Case 2819,Wait,2010/09/17 13:52:11
Case 2819,Take in charge ticket,2010/09/22 13:06:26
Case 2819,Resolve ticket,2010/09/22 13:06:42
Case 2819,Closed,2010/10/07 13:06:59
Case 2820,Assign seriousness,2011/11/18 11:23:43
Case 2820,Take in charge ticket,2011/11/22 16:39:13
Case 2820,Resolve ticket,2011/11/23 10:14:59
Case 2820,Closed,2012/01/01 11:30:56
Case 2822,Assign seriousness,2011/05/03 07:45:59
Case 2822,Take in charge ticket,2011/05/03 07:46:09
Case 2822,Resolve ticket,2011/05/03 08:41:24
Case 2822,Closed,2011/06/03 07:50:20
Case 2824,Assign seriousness,2010/11/18 11:36:06
Case 2824,Take in charge ticket,2010/11/18 11:36:33
Case 2824,Resolve ticket,2010/12/15 15:33:16
Case 2824,Closed,2010/12/30 15:33:28
Case 2825,Assign seriousness,2011/10/18 08:55:34
Case 2825,Assign seriousness,2011/10/18 08:58:39
Case 2825,Take in charge ticket,2011/11/02 08:54:23
Case 2825,Resolve ticket,2011/11/08 08:53:47
Case 2825,Closed,2011/12/08 08:54:07
Case 2827,Assign seriousness,2011/07/22 09:47:02
Case 2827,Take in charge ticket,2011/07/25 13:38:21
Case 2827,Resolve ticket,2011/08/25 13:14:19
Case 2827,Closed,2011/09/09 13:14:33
Case 2828,Assign seriousness,2010/05/13 15:02:27
Case 2828,Take in charge ticket,2010/05/18 17:22:11
Case 2828,Wait,2010/05/18 17:22:40
Case 2828,Take in charge ticket,2010/05/19 08:49:09
Case 2828,Take in charge ticket,2010/05/19 09:23:55
Case 2828,Resolve ticket,2010/05/19 09:25:58
Case 2828,Closed,2010/06/15 15:10:12
Case 2829,Assign seriousness,2010/06/04 07:34:21
Case 2829,Take in charge ticket,2010/06/04 13:08:07
Case 2829,Resolve ticket,2010/06/04 13:08:23
Case 2829,Closed,2010/07/07 07:40:15
Case 2832,Assign seriousness,2011/11/09 15:55:24
Case 2832,Take in charge ticket,2011/11/09 15:55:38
Case 2832,Resolve ticket,2011/11/11 09:32:43
Case 2832,Closed,2011/12/10 16:02:06
Case 2835,Assign seriousness,2010/06/23 14:49:42
Case 2835,Take in charge ticket,2010/06/23 16:46:09
Case 2835,Wait,2010/06/23 16:48:50
Case 2835,Take in charge ticket,2010/06/30 15:52:15
Case 2835,Resolve ticket,2010/06/30 15:52:21
Case 2835,Closed,2010/08/06 14:50:26
Case 2837,Assign seriousness,2011/11/18 15:56:31
Case 2837,Take in charge ticket,2011/11/21 11:04:41
Case 2837,Resolve ticket,2011/11/21 11:20:17
Case 2837,Closed,2011/12/21 16:00:22
Case 2838,Assign seriousness,2010/10/05 08:09:54
Case 2838,Take in charge ticket,2010/10/07 06:58:31
Case 2838,Wait,2010/10/15 09:27:51
Case 2838,Wait,2010/10/18 15:06:33
Case 2838,Take in charge ticket,2010/10/25 07:28:52
Case 2838,Resolve ticket,2010/10/25 07:29:00
Case 2838,Closed,2010/11/11 10:33:43
Case 284,Assign seriousness,2011/11/08 08:24:00
Case 284,Take in charge ticket,2011/11/08 08:24:19
Case 284,Resolve ticket,2011/11/08 08:34:52
Case 284,Closed,2012/01/06 08:31:20
Case 2842,Assign seriousness,2011/11/15 14:05:19
Case 2842,Take in charge ticket,2011/11/15 14:05:28
Case 2842,Resolve ticket,2011/11/29 16:22:57
Case 2842,Closed,2011/12/31 14:10:27
Case 2843,Assign seriousness,2011/02/01 15:35:30
Case 2843,Take in charge ticket,2011/02/04 15:14:13
Case 2843,Resolve ticket,2011/02/04 15:15:36
Case 2843,Closed,2011/04/01 14:40:30
Case 2845,Insert ticket,2010/05/12 10:47:22
Case 2845,Assign seriousness,2010/05/12 15:00:58
Case 2845,Assign seriousness,2010/05/18 16:25:41
Case 2845,Take in charge ticket,2010/05/24 10:58:03
Case 2845,Wait,2010/05/25 15:35:52
Case 2845,Take in charge ticket,2010/05/26 13:43:36
Case 2845,Resolve ticket,2010/05/26 13:43:49
Case 2845,Closed,2010/06/25 13:44:10
Case 2850,Assign seriousness,2011/02/04 15:57:48
Case 2850,Take in charge ticket,2011/02/04 16:24:24
Case 2850,Resolve ticket,2011/02/04 16:25:36
Case 2850,Closed,2011/03/09 16:00:23
Case 2853,Assign seriousness,2011/06/27 12:28:23
Case 2853,Assign seriousness,2011/06/27 12:28:42
Case 2853,Assign seriousness,2011/06/30 13:18:57
Case 2853,Take in charge ticket,2011/06/30 14:18:24
Case 2853,Wait,2011/07/11 09:09:16
Case 2853,Resolve ticket,2011/07/18 09:32:55
Case 2853,Closed,2011/08/04 13:01:36
Case 2855,Assign seriousness,2011/01/05 11:26:05
Case 2855,Take in charge ticket,2011/01/05 15:00:59
Case 2855,Resolve ticket,2011/01/05 15:01:05
Case 2855,Closed,2011/02/18 11:30:28
Case 2856,Assign seriousness,2011/01/26 15:00:31
Case 2856,Take in charge ticket,2011/01/26 15:00:51
Case 2856,Resolve ticket,2011/01/27 16:17:11
Case 2856,Closed,2011/02/26 15:10:16
Case 2857,Assign seriousness,2010/03/16 08:04:03
Case 2857,Take in charge ticket,2010/03/16 08:04:15
Case 2857,Resolve ticket,2010/04/01 08:48:34
Case 2857,Closed,2010/04/16 08:48:47
Case 2858,Assign seriousness,2010/09/07 16:08:34
Case 2858,Take in charge ticket,2010/09/08 15:14:48
Case 2858,Wait,2010/09/08 15:15:06
Case 2858,Take in charge ticket,2010/09/10 11:08:01
Case 2858,Resolve ticket,2010/09/10 11:08:12
Case 2858,Closed,2010/10/21 16:00:35
Case 2859,Assign seriousness,2011/10/31 09:49:21
Case 2859,Take in charge ticket,2011/10/31 15:22:16
Case 2859,Resolve ticket,2011/11/03 10:05:13
Case 2859,Closed,2011/12/16 09:50:28
Case 2861,Assign seriousness,2011/06/24 15:38:47
Case 2861,Take in charge ticket,2011/06/29 08:18:29
Case 2861,Wait,2011/06/29 08:25:56
Case 2861,Take in charge ticket,2011/07/05 15:26:19
Case 2861,Resolve ticket,2011/07/11 12:42:56
Case 2861,Closed,2011/08/03 13:40:32
Case 2862,Assign seriousness,2010/04/15 13:49:28
Case 2862,Take in charge ticket,2010/04/15 14:16:15
Case 2862,Resolve ticket,2010/04/15 14:16:26
Case 2862,Closed,2010/06/02 13:50:37
Case 2863,Assign seriousness,2010/05/17 14:46:02
Case 2863,Assign seriousness,2010/05/18 16:24:04
Case 2863,Assign seriousness,2010/05/20 07:27:04
Case 2863,Wait,2010/05/20 07:27:21
Case 2863,Take in charge ticket,2010/05/20 07:28:40
Case 2863,Resolve ticket,2010/06/30 13:39:07
Case 2863,Closed,2010/07/15 13:39:18
Case 2864,Assign seriousness,2011/01/10 10:55:39
Case 2864,Take in charge ticket,2011/01/17 16:19:26
Case 2864,Resolve ticket,2011/01/24 12:05:32
Case 2864,Closed,2011/02/23 12:06:00
Case 2865,Assign seriousness,2010/02/19 10:03:38
Case 2865,Take in charge ticket,2010/02/19 10:16:18
Case 2865,Resolve ticket,2010/02/19 10:16:24
Case 2865,Closed,2010/03/24 10:10:44
Case 2867,Assign seriousness,2011/06/07 12:51:20
Case 2867,Take in charge ticket,2011/06/07 12:51:31
Case 2867,Wait,2011/06/15 10:37:31
Case 2867,Wait,2011/06/17 13:43:33
Case 2867,Take in charge ticket,2011/06/28 13:19:42
Case 2867,Resolve ticket,2011/07/05 09:51:59
Case 2867,Closed,2011/08/04 09:52:25
Case 2868,Assign seriousness,2011/07/14 10:42:00
Case 2868,Resolve ticket,2011/07/14 12:23:47
Case 2868,Closed,2011/08/16 10:50:29
Case 2869,Assign seriousness,2011/06/14 13:14:44
Case 2869,Take in charge ticket,2011/07/07 10:46:13
Case 2869,Wait,2011/07/08 14:07:29
Case 2869,Take in charge ticket,2011/07/11 14:01:17
Case 2869,Resolve ticket,2011/07/11 14:02:01
